Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
18, 9th, Never-married, Sales, White, Female,42, United-States, <=50K
32, Bachelors, Married-civ-spouse, Sales, White, Male,55, Mexico, >50K
50, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
18, 11th, Never-married, Sales, White, Male,15, United-States, <=50K
19, HS-grad, Never-married, Machine-op-inspct, White, Male,43, United-States, <=50K
53, Some-college, Divorced, Craft-repair, White, Male,40, United-States, >50K
49, HS-grad, Divorced, Other-service, Black, Female,32, United-States, <=50K
40, Bachelors, Married-spouse-absent, Transport-moving, Other, Male,45, ?, <=50K
31, Some-college, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
47, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,35, United-States, <=50K
35, Some-college, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
47, Some-college, Never-married, Other-service, White, Female,20, United-States, <=50K
43, Masters, Divorced, Prof-specialty, White, Female,20, United-States, <=50K
51, Some-college, Never-married, Machine-op-inspct, White, Male,21, United-States, <=50K
54, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
76, 9th, Married-civ-spouse, Other-service, White, Male,30, United-States, <=50K
33, 7th-8th, Never-married, Sales, White, Male,43, Mexico, <=50K
19, 12th, Never-married, Transport-moving, White, Male,15, United-States, <=50K
49, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
26, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
23, Some-college, Never-married, Other-service, White, Female,15, United-States, <=50K
49, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
24, Some-college, Never-married, Sales, White, Male,65, United-States, <=50K
48, HS-grad, Never-married, Sales, White, Male,40, United-States, <=50K
36, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
33, 12th, Separated, Adm-clerical, White, Female,40, United-States, <=50K
31, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,48, Philippines, >50K
53, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,44, United-States, >50K
22, Bachelors, Never-married, Adm-clerical, White, Female,10, United-States, <=50K
43, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
31, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male,40, Italy, <=50K
53, Masters, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
36, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
47, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
52, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, Germany, >50K
39, HS-grad, Divorced, Machine-op-inspct, White, Female,40, United-States, <=50K
24, Bachelors, Never-married, Sales, White, Male,40, United-States, <=50K
17, 10th, Never-married, Protective-serv, White, Female,40, United-States, <=50K
53, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K
21, Some-college, Never-married, Sales, White, Male,40, United-States, <=50K
29, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Male,64, Philippines, >50K
34, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
28, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
61, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
20, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,60, United-States, <=50K
47, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
40, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
26, Some-college, Never-married, Other-service, Black, Female,10, Jamaica, <=50K
53, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
26, Bachelors, Never-married, Sales, White, Male,50, United-States, <=50K
39, Prof-school, Married-civ-spouse, Sales, White, Male,99, United-States, >50K
17, 11th, Never-married, Prof-specialty, Black, Male,15, United-States, <=50K
46, Doctorate, Never-married, Prof-specialty, White, Male,40, United-States, >50K
34, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
45, Bachelors, Divorced, Prof-specialty, White, Male,45, France, <=50K
23, HS-grad, Never-married, Adm-clerical, White, Female,16, United-States, <=50K
41, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
26, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K
28, Bachelors, Never-married, Prof-specialty, White, Female,4, United-States, <=50K
18, 11th, Never-married, Sales, White, Male,15, United-States, <=50K
38, HS-grad, Never-married, Prof-specialty, White, Male,40, United-States, >50K
66, Assoc-voc, Widowed, ?, White, Female,30, United-States, <=50K
28, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
49, Masters, Never-married, Prof-specialty, White, Male,40, United-States, >50K
29, Bachelors, Never-married, Sales, White, Male,40, United-States, <=50K
43, Masters, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female,50, United-States, >50K
34, Masters, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
30, Assoc-voc, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
25, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
27, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
25, HS-grad, Never-married, Sales, Black, Male,40, United-States, <=50K
22, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
26, HS-grad, Never-married, Adm-clerical, White, Male,40, ?, <=50K
49, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
44, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
37, Assoc-acdm, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
39, Bachelors, Never-married, Exec-managerial, Black, Male,45, United-States, <=50K
33, HS-grad, Divorced, Transport-moving, White, Female,40, United-States, <=50K
41, Masters, Married-civ-spouse, Sales, White, Female,35, United-States, >50K
65, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
40, Bachelors, Never-married, Sales, White, Male,53, United-States, <=50K
26, Bachelors, Married-civ-spouse, ?, White, Female,20, United-States, <=50K
31, Some-college, Never-married, Protective-serv, White, Male,40, United-States, <=50K
28, Some-college, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
71, HS-grad, Married-civ-spouse, Sales, White, Male,52, United-States, <=50K
25, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
25, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
19, Some-college, Married-civ-spouse, ?, White, Female,30, United-States, <=50K
36, Prof-school, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
56, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
34, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
39, Bachelors, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
31, Prof-school, Divorced, Prof-specialty, White, Female,45, United-States, >50K
22, HS-grad, Never-married, Adm-clerical, White, Female,20, United-States, <=50K
44, Some-college, Never-married, Craft-repair, White, Male,38, United-States, <=50K
60, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
65, 11th, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K
44, Some-college, Married-civ-spouse, Sales, White, Male,50, England, >50K
53, HS-grad, Divorced, Exec-managerial, White, Male,40, United-States, <=50K
28, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
41, Bachelors, Divorced, Exec-managerial, White, Female,45, United-States, <=50K
40, HS-grad, Divorced, Adm-clerical, White, Female,15, ?, <=50K
35, 11th, Married-civ-spouse, Sales, White, Female,40, United-States, <=50K
41, 9th, Married-civ-spouse, Sales, White, Female,70, Dominican-Republic, <=50K
28, HS-grad, Married-civ-spouse, Craft-repair, White, Male,35, Canada, <=50K
53, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, Mexico, <=50K
26, Some-college, Never-married, Other-service, White, Female,45, United-States, <=50K
28, HS-grad, Never-married, Transport-moving, Black, Female,40, United-States, <=50K
27, Some-college, Divorced, Craft-repair, White, Female,40, United-States, <=50K
27, HS-grad, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female,8, United-States, <=50K
26, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
53, HS-grad, Widowed, Sales, White, Female,35, United-States, <=50K
34, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, Germany, >50K
50, Masters, Never-married, Prof-specialty, Black, Male,50, Trinadad&Tobago, <=50K
30, HS-grad, Divorced, Adm-clerical, Black, Female,62, United-States, <=50K
47, HS-grad, Separated, Craft-repair, Black, Male,40, United-States, <=50K
27, HS-grad, Never-married, ?, White, Male,40, United-States, <=50K
55, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
21, Some-college, Never-married, Other-service, White, Female,29, ?, <=50K
35, Some-college, Never-married, Transport-moving, White, Male,40, United-States, <=50K
31, 12th, Married-civ-spouse, Sales, Asian-Pac-Islander, Female,50, ?, <=50K
39, Masters, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
30, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, <=50K
39, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, >50K
19, Some-college, Never-married, Sales, White, Female,20, United-States, <=50K
25, HS-grad, Married-spouse-absent, ?, White, Male,40, United-States, <=50K
57, HS-grad, Married-civ-spouse, Other-service, White, Male,60, United-States, <=50K
21, Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Female,20, South, <=50K
30, 7th-8th, Widowed, ?, White, Female,44, United-States, <=50K
25, Some-college, Never-married, Other-service, White, Female,22, United-States, <=50K
32, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male,45, United-States, >50K
26, HS-grad, Separated, Craft-repair, Black, Female,40, United-States, <=50K
42, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
39, Some-college, Divorced, Sales, White, Male,47, United-States, <=50K
48, Bachelors, Divorced, Priv-house-serv, White, Female,44, Germany, <=50K
24, Some-college, Never-married, Other-service, Black, Female,35, United-States, <=50K
46, Assoc-voc, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
53, Some-college, Married-civ-spouse, Sales, White, Male,25, United-States, <=50K
36, Some-college, Married-civ-spouse, Adm-clerical, White, Male,70, United-States, <=50K
34, HS-grad, Divorced, Craft-repair, White, Male,45, United-States, <=50K
25, HS-grad, Never-married, Transport-moving, White, Male,70, United-States, <=50K
33, Some-college, Never-married, Adm-clerical, White, Female,30, United-States, >50K
45, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
31, Assoc-acdm, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
21, HS-grad, Never-married, Machine-op-inspct, White, Male,20, United-States, <=50K
33, 9th, Divorced, Craft-repair, White, Male,55, United-States, <=50K
44, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
34, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female,40, Puerto-Rico, >50K
30, Some-college, Divorced, Adm-clerical, White, Female,10, United-States, <=50K
32, Some-college, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
46, HS-grad, Divorced, ?, Black, Female,40, United-States, <=50K
29, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
20, Some-college, Never-married, Other-service, White, Male,20, United-States, <=50K
35, HS-grad, Divorced, Protective-serv, White, Female,40, United-States, <=50K
35, HS-grad, Separated, Prof-specialty, Black, Female,40, United-States, <=50K
29, HS-grad, Never-married, Other-service, White, Female,38, United-States, <=50K
21, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
43, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, Philippines, >50K
33, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
61, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
42, Masters, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
33, 12th, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
35, Some-college, Never-married, Prof-specialty, Black, Female,40, United-States, <=50K
32, HS-grad, Married-civ-spouse, ?, White, Male,24, United-States, <=50K
22, Some-college, Never-married, Sales, White, Female,20, United-States, <=50K
61, HS-grad, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
28, Assoc-voc, Never-married, Other-service, White, Female,35, United-States, <=50K
24, HS-grad, Never-married, Other-service, Black, Male,40, United-States, <=50K
58, Masters, Never-married, Prof-specialty, White, Male,35, United-States, <=50K
42, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
56, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
26, Some-college, Never-married, ?, White, Female,40, United-States, <=50K
25, HS-grad, Separated, Handlers-cleaners, Black, Female,40, United-States, <=50K
59, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
65, Bachelors, Married-civ-spouse, Sales, White, Male,10, United-States, <=50K
57, Masters, Divorced, Exec-managerial, White, Male,50, United-States, >50K
36, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,44, United-States, >50K
42, Some-college, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
18, 12th, Never-married, ?, Black, Male,20, United-States, <=50K
18, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
28, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
20, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, <=50K
