Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.1%,,,Virgin Islands (U.S.),,,,,,,,,0.3,,82,76,,1,20.7%,65.6%,13.7%,106267,94.6%,The Americas,"$1,013,000,000",,12/1/2010
2.5%,72.0%,,Algeria,25,,41852,"$199,070,864,638",4.4%,$233,451,2.3%,0.1,8.0%,72,69,0.9,1,27.2%,68.1%,4.7%,37762962,68.2%,Africa,"$300,000,000","$571,000,000",12/1/2011
4.6%,52.1%,,Angola,66,,13576,"$104,115,863,405",3.4%,$178,282,10.7%,0.1,18.8%,53,50,0.5,1,47.7%,49.9%,2.4%,20180490,40.9%,Africa,"$653,000,000","$323,000,000",12/1/2011
3.7%,65.9%,,Benin,29,,3761,"$7,294,900,431",4.5%,$34,270,6.0%,0.0,,60,58,0.8,1,43.2%,53.9%,2.9%,9779795,42.3%,Africa,"$188,000,000",,12/1/2011
2.4%,19.5%,,Botswana,60,,2215,"$15,292,424,757",5.2%,$404,152,3.9%,0.1,11.0%,46,47,1.5,1,34.0%,62.5%,3.5%,1986701,56.5%,Africa,"$36,000,000","$82,000,000",12/1/2011
4.2%,43.5%,,Burkina Faso,13,,,"$10,395,757,480",6.4%,$39,270,6.8%,0.0,,56,55,0.5,1,45.8%,51.7%,2.5%,15995313,26.5%,Africa,,,12/1/2011
4.5%,51.6%,,Burundi,13,,,"$2,355,652,064",9.0%,$21,274,5.9%,0.0,13.2%,55,51,0.2,1,44.0%,53.5%,2.5%,9540362,10.9%,Africa,"$3,700,000","$49,000,000",12/1/2011
3.8%,48.8%,,Cameroon,15,,6720,"$25,486,923,059",5.4%,$64,654,6.4%,0.1,,55,53,0.5,1,43.2%,53.5%,3.2%,21156272,52.1%,Africa,"$423,000,000","$622,000,000",12/1/2011
3.5%,54.6%,,Central African Republic,22,,,"$2,195,599,491",3.9%,$19,504,10.0%,0.0,,51,47,0.2,1,40.4%,55.8%,3.9%,4436217,39.0%,Africa,,,12/1/2011
4.7%,75.8%,,Chad,55,,,"$12,156,380,062",2.8%,$25,732,9.2%,0.0,,51,49,0.3,1,48.7%,48.8%,2.5%,12080037,22.0%,Africa,,,12/1/2011
3.6%,217.9%,,Comoros,22,,,"$610,372,697",3.6%,$31,100,6.1%,0.1,10.5%,62,59,0.3,1,42.2%,54.9%,2.9%,700216,28.0%,Africa,"$42,000,000","$20,000,000",12/1/2011
4.4%,339.1%,,"Congo, Dem. Rep.",65,,24497,"$23,831,631,365",6.1%,$15,336,9.0%,0.0,43.8%,51,48,0.2,1,45.3%,51.9%,2.8%,63931512,40.4%,Africa,"$11,400,000","$298,000,000",12/1/2011
3.8%,65.3%,,"Congo, Rep.",161,,1659,"$14,425,606,793",2.5%,$85,606,3.9%,0.1,,59,56,0.9,1,42.3%,54.3%,3.4%,4225359,63.7%,Africa,,,12/1/2011
3.7%,44.0%,,Cote d'Ivoire,32,,11233,"$24,074,553,674",6.8%,$84,270,7.5%,0.0,,51,49,0.9,1,41.7%,55.2%,3.1%,19389954,51.3%,Africa,,,12/1/2011
2.8%,37.8%,,Djibouti,37,,,"$1,239,144,502",8.7%,$119,82,6.1%,0.1,10.6%,62,59,0.2,1,33.9%,62.3%,3.8%,846646,77.1%,Africa,"$19,200,000","$33,500,000",12/1/2011
2.4%,43.6%,,"Egypt, Arab Rep.",8,,77649,"$236,000,735,704",4.9%,$137,433,1.9%,0.4,11.0%,73,68,1.1,1,31.4%,63.1%,5.6%,79392466,43.0%,Africa,"$9,333,000,000","$2,575,000,000",12/1/2011
3.6%,44.1%,,Equatorial Guinea,135,,,"$15,715,842,151",4.5%,"$1,051",492,7.3%,0.1,,54,51,0.7,1,39.1%,58.0%,2.9%,715996,39.3%,Africa,,,12/1/2011
3.8%,84.5%,,Eritrea,84,,765,"$2,607,739,837",2.7%,$12,216,3.8%,0.0,,64,59,0.0,1,43.1%,54.8%,2.2%,5932852,21.0%,Africa,,,12/1/2011
3.4%,30.3%,,Ethiopia,15,,34064,"$31,367,606,700",4.1%,$14,198,4.8%,0.0,,64,61,0.2,1,43.9%,52.8%,3.3%,89393063,17.7%,Africa,"$1,998,000,000","$170,000,000",12/1/2011
3.2%,43.5%,,Gabon,57,,1997,"$18,796,191,833",3.4%,$401,488,4.2%,0.1,,64,62,1.5,1,38.5%,56.2%,5.3%,1594034,86.0%,Africa,,,12/1/2011
4.3%,283.2%,,"Gambia, The",27,,,"$898,282,866",4.7%,$24,376,5.1%,0.1,28.0%,60,57,0.8,1,45.9%,51.6%,2.5%,1734966,57.0%,Africa,"$92,000,000","$11,000,000",12/1/2011
3.2%,33.4%,,Ghana,12,,10550,"$39,564,970,070",5.3%,$83,224,5.4%,0.1,,62,60,0.9,1,38.8%,57.7%,3.5%,24820706,51.4%,Africa,"$797,000,000","$1,026,000,000",12/1/2011
3.8%,91.2%,,Guinea,40,,,"$5,067,360,041",6.0%,$27,416,6.9%,0.0,,56,55,0.4,1,42.7%,54.2%,3.1%,11161530,35.3%,Africa,"$2,100,000","$49,000,000",12/1/2011
3.8%,45.9%,,Guinea-Bissau,9,,,"$967,762,549",6.3%,$35,208,8.2%,0.0,,55,52,0.5,1,41.7%,55.3%,2.9%,1624228,46.1%,Africa,,,12/1/2011
3.6%,49.3%,,Kenya,33,,20179,"$34,313,315,840",4.4%,$35,393,5.0%,0.3,15.0%,62,59,0.7,1,42.5%,54.9%,2.6%,42027891,24.0%,Africa,"$1,844,000,000","$197,000,000",12/1/2011
2.8%,16.0%,,Lesotho,40,,,"$2,487,352,968",11.7%,$146,324,7.3%,0.0,10.4%,48,48,0.6,1,37.2%,58.6%,4.2%,2029516,25.3%,Africa,"$29,000,000","$300,000,000",12/1/2011
3.7%,42.9%,,Liberia,6,,,"$1,537,753,885",15.6%,$59,158,5.8%,0.0,13.8%,61,59,0.5,1,43.2%,53.7%,3.1%,4079697,48.2%,Africa,"$232,000,000","$132,000,000",12/1/2011
2.2%,,,Libya,,,13342,"$34,699,395,524",3.9%,$211,,1.4%,0.1,6.0%,77,73,1.6,1,29.4%,65.9%,4.6%,6103233,77.8%,Africa,,,12/1/2011
3.5%,37.1%,,Madagascar,8,,,"$9,853,981,624",4.1%,$19,201,4.2%,0.0,52.5%,65,62,0.4,1,43.1%,54.1%,2.8%,21678934,32.6%,Africa,,,12/1/2011
4.0%,29.0%,,Malawi,39,,,"$5,627,898,037",8.3%,$30,157,4.9%,0.0,23.8%,54,54,0.3,1,45.6%,51.2%,3.1%,15457531,15.7%,Africa,"$39,000,000","$97,000,000",12/1/2011
4.8%,51.1%,,Mali,8,,,"$10,647,545,670",6.8%,$51,270,8.1%,0.0,,54,54,0.8,1,47.0%,50.2%,2.9%,14416737,36.8%,Africa,"$274,000,000","$224,000,000",12/1/2011
3.5%,68.2%,,Mauritania,19,,,"$4,136,083,856",5.9%,$51,696,6.9%,0.0,17.0%,63,60,0.9,1,40.4%,56.5%,3.1%,3702763,57.3%,Africa,,,12/1/2011
1.1%,27.7%,,Mauritius,6,,,"$11,252,405,860",4.9%,$450,161,1.3%,0.4,8.9%,77,70,1.0,1,20.6%,71.3%,8.0%,1286051,40.4%,Africa,"$1,808,000,000","$427,000,000",12/1/2011
2.2%,49.6%,,Morocco,12,,17283,"$99,211,339,029",6.3%,$195,238,2.8%,0.5,,72,69,1.1,1,27.9%,67.1%,5.0%,32059424,58.2%,Africa,"$9,101,000,000","$2,260,000,000",12/1/2011
4.0%,37.5%,,Mozambique,13,,10202,"$12,547,888,400",6.4%,$33,230,6.8%,0.0,19.1%,50,49,0.3,1,45.4%,51.4%,3.2%,24581367,31.2%,Africa,"$266,000,000","$256,000,000",12/1/2011
2.7%,21.8%,,Namibia,66,,1589,"$12,451,760,766",8.6%,$486,339,3.6%,0.1,8.7%,66,61,1.0,1,37.1%,59.4%,3.5%,2217618,42.6%,Africa,"$645,000,000","$207,000,000",12/1/2011
5.0%,43.8%,,Niger,17,,,"$6,411,842,066",6.8%,$25,270,6.4%,0.0,,58,57,0.3,1,49.9%,47.5%,2.6%,16511462,17.8%,Africa,"$86,000,000",,12/1/2011
4.2%,32.7%,,Nigeria,28,,118325,"$411,743,801,712",5.7%,$85,938,7.9%,0.3,16.0%,52,51,0.6,1,44.1%,53.1%,2.7%,164192925,44.4%,Africa,"$688,000,000","$9,534,000,000",12/1/2011
3.6%,31.0%,,Rwanda,3,,,"$6,406,727,020",11.0%,$62,148,4.1%,0.1,,65,61,0.4,1,44.2%,53.5%,2.3%,11144315,24.9%,Africa,"$298,000,000","$147,000,000",12/1/2011
3.6%,32.5%,,Sao Tome and Principe,10,,,"$248,286,778",7.6%,$108,424,3.9%,0.2,27.0%,68,64,0.6,1,41.6%,54.9%,3.5%,183177,62.6%,Africa,"$15,900,000","$1,400,000",12/1/2011
3.8%,45.5%,,Senegal,6,,3515,"$14,440,676,498",5.0%,$54,666,4.6%,0.2,,65,62,0.7,1,43.6%,53.4%,3.1%,13330737,42.5%,Africa,,,12/1/2011
1.9%,32.2%,,Seychelles,39,,,"$1,059,593,023",3.6%,$413,76,1.2%,0.4,11.2%,78,68,1.4,1,22.2%,70.2%,7.6%,87441,52.6%,Africa,"$31,000,000","$5,000,000",12/1/2011
3.8%,32.4%,,Sierra Leone,12,,,"$2,932,273,988",16.3%,$82,357,11.2%,0.0,21.0%,45,45,0.4,1,42.0%,55.4%,2.6%,5865491,38.6%,Africa,"$44,000,000","$29,000,000",12/1/2011
4.5%,,,Somalia,,,,,,,,9.5%,0.0,,56,53,0.2,1,47.5%,49.6%,2.8%,9907903,37.7%,Africa,,,12/1/2011
2.1%,32.4%,,South Africa,19,,141372,"$403,894,316,555",8.7%,$670,200,3.4%,0.3,9.0%,57,53,1.2,1,29.6%,65.1%,5.3%,51579599,62.7%,Africa,"$10,707,000,000","$8,397,000,000",12/1/2011
3.7%,,,South Sudan,,,,"$20,782,116,982",1.7%,$32,,6.8%,,,55,53,0.2,1,42.6%,54.0%,3.4%,10381110,18.0%,Africa,,,12/1/2011
3.4%,36.1%,,Sudan,36,,16622,"$67,320,812,663",6.7%,$119,180,5.4%,0.2,,63,60,0.7,1,41.8%,55.1%,3.2%,36430923,33.2%,Africa,"$185,000,000","$937,000,000",12/1/2011
3.1%,36.5%,,Swaziland,56,,,"$4,145,772,237",8.3%,$270,104,5.8%,0.2,9.0%,48,49,0.6,1,38.4%,58.2%,3.4%,1212159,21.4%,Africa,,,12/1/2011
4.0%,44.9%,,Tanzania,26,,20747,"$23,874,165,047",7.4%,$38,172,3.9%,0.0,15.0%,61,59,0.6,1,44.9%,52.0%,3.1%,46354607,28.8%,Africa,"$1,383,000,000","$928,000,000",12/1/2011
3.7%,48.9%,,Togo,84,,2764,"$3,756,023,048",8.0%,$43,270,5.9%,0.0,,57,55,0.4,1,42.0%,55.3%,2.7%,6472304,38.0%,Africa,,,12/1/2011
1.9%,62.4%,,Tunisia,11,,9504,"$45,951,129,422",7.0%,$304,144,1.4%,0.4,,77,73,1.2,1,23.3%,69.7%,7.0%,10673800,66.1%,Africa,"$2,529,000,000","$678,000,000",12/1/2011
4.4%,35.0%,,Uganda,33,,,"$15,493,320,082",9.3%,$41,213,4.9%,0.1,21.8%,59,57,0.5,1,48.7%,48.9%,2.4%,35148064,14.8%,Africa,"$967,000,000","$528,000,000",12/1/2011
4.3%,14.4%,,Zambia,18,,8462,"$19,201,691,493",6.2%,$87,183,5.9%,0.1,18.8%,57,54,0.6,1,46.8%,50.5%,2.6%,13633796,39.2%,Africa,"$146,000,000","$140,000,000",12/1/2011
3.2%,34.3%,,Zimbabwe,90,,9312,"$10,956,226,611",,,242,5.8%,0.2,,56,55,0.7,1,40.8%,55.2%,4.0%,13358738,33.0%,Africa,"$664,000,000",,12/1/2011
3.7%,36.3%,,Afghanistan,7,,,"$17,870,159,082",8.4%,$48,275,7.4%,0.1,15.1%,61,59,0.6,1,48.1%,49.7%,2.2%,29105480,25.1%,Asia,"$137,000,000","$127,000,000",12/1/2011
1.4%,38.8%,,Armenia,8,,2716,"$10,142,342,770",3.7%,$127,500,1.5%,0.3,17.8%,78,71,1.1,1,20.4%,69.2%,10.4%,2964120,63.4%,Asia,"$486,000,000","$546,000,000",12/1/2011
1.9%,40.0%,,Azerbaijan,8,,12561,"$65,951,627,200",5.0%,$359,225,3.2%,0.5,19.0%,74,68,1.1,1,22.4%,71.8%,5.8%,9173082,53.6%,Asia,"$1,500,000,000","$1,778,000,000",12/1/2011
2.1%,35.0%,,Bangladesh,19,,31294,"$111,905,616,039",3.8%,$27,302,3.7%,0.1,13.3%,71,69,0.6,1,31.1%,64.2%,4.7%,152862431,31.2%,Asia,"$97,000,000","$819,000,000",12/1/2011
2.0%,40.8%,,Bhutan,36,,,"$1,840,841,618",3.7%,$94,274,3.3%,0.2,14.0%,68,67,0.7,1,29.1%,66.3%,4.6%,729429,35.6%,Asia,"$76,000,000","$58,000,000",12/1/2011
1.6%,16.8%,,Brunei Darussalam,101,,3832,"$16,691,360,399",2.2%,$917,96,0.8%,0.6,5.5%,80,76,1.1,1,26.2%,70.0%,3.8%,406512,75.9%,Asia,,,12/1/2011
2.6%,21.4%,,Cambodia,102,,5333,"$12,829,541,141",5.6%,$49,173,3.6%,0.0,,74,68,0.9,1,31.4%,63.4%,5.1%,14605862,20.0%,Asia,"$1,790,000,000","$333,000,000",12/1/2011
1.2%,63.5%,,China,38,,2727728,"$7,321,891,954,613",5.1%,$274,358,1.3%,0.4,6.6%,76,74,0.7,1,18.0%,73.5%,8.5%,1344130000,50.6%,Asia,"$53,313,000,000","$79,010,000,000",12/1/2011
1.4%,16.5%,,Georgia,2,,3543,"$14,434,619,972",9.4%,$310,387,1.4%,0.3,15.0%,78,70,1.0,1,17.4%,68.4%,14.2%,4483350,53.0%,Asia,"$1,069,000,000","$384,000,000",12/1/2011
1.4%,23.0%,,"Hong Kong SAR, China",3,,14894,"$248,514,003,083",,,80,,0.7,5.0%,87,80,2.2,1,11.9%,74.9%,13.2%,7071600,100.0%,Asia,"$33,169,000,000","$19,172,000,000",12/1/2011
2.1%,62.9%,,India,29,,749447,"$1,880,100,141,185",3.9%,$62,254,4.5%,0.1,10.2%,68,64,0.7,1,29.8%,65.1%,5.1%,1221156319,31.3%,Asia,"$17,708,000,000","$13,699,000,000",12/1/2011
2.0%,32.2%,,Indonesia,48,,209009,"$845,931,645,339",2.9%,$99,266,2.6%,0.1,12.4%,72,68,1.0,1,29.6%,65.3%,5.1%,243801639,50.7%,Asia,"$9,038,000,000","$8,653,000,000",12/1/2011
0.8%,48.4%,,Japan,22,,461468,"$5,905,630,870,455",10.0%,"$4,641",330,0.2%,0.8,1.5%,86,79,1.0,1,13.2%,63.1%,23.7%,127817277,91.2%,Asia,"$12,534,000,000","$39,760,000,000",12/1/2011
2.3%,28.6%,,Kazakhstan,19,,78101,"$188,048,960,311",3.9%,$458,188,1.8%,0.5,,74,64,1.6,1,25.2%,68.3%,6.6%,16556600,53.6%,Asia,"$1,524,000,000","$1,831,000,000",12/1/2011
1.4%,,,"Korea, Dem. Rep.",,,19037,,,,,2.4%,,,73,66,0.0,1,22.3%,68.7%,9.0%,24631291,60.3%,Asia,,,12/1/2011
0.9%,28.7%,,"Korea, Rep.",6,,260440,"$1,202,463,655,510",7.4%,"$1,652",225,0.3%,0.8,5.8%,84,78,1.1,1,15.7%,72.8%,11.4%,49779440,82.0%,Asia,"$17,467,000,000","$22,209,000,000",12/1/2011
2.7%,33.4%,,Kyrgyz Republic,10,,3097,"$6,197,766,119",6.2%,$71,210,2.5%,0.2,40.2%,74,66,1.2,1,30.1%,65.6%,4.3%,5514600,35.3%,Asia,"$689,000,000","$566,000,000",12/1/2011
2.8%,31.9%,,Lao PDR,93,,,"$8,254,088,067",2.8%,$35,362,5.7%,0.1,,69,66,0.8,1,36.2%,60.1%,3.7%,6521314,34.3%,Asia,"$413,000,000","$248,000,000",12/1/2011
1.0%,,,"Macao SAR, China",,,,"$36,634,742,799",,,,,0.6,5.3%,82,78,2.5,1,12.4%,80.2%,7.4%,546278,100.0%,Asia,"$38,976,000,000","$1,476,000,000",12/1/2011
1.8%,34.0%,,Malaysia,6,,75907,"$289,258,937,259",3.8%,$384,133,0.7%,0.6,4.9%,77,72,1.3,1,27.2%,67.8%,5.0%,28758968,71.7%,Asia,"$19,649,000,000","$10,180,000,000",12/1/2011
2.2%,9.3%,,Maldives,9,,,"$2,162,990,126",8.1%,$525,,1.0%,0.3,10.2%,78,76,1.6,1,29.4%,65.5%,5.0%,331964,41.2%,Asia,"$1,868,000,000","$256,000,000",12/1/2011
2.3%,24.6%,,Mongolia,13,,3607,"$8,761,426,371",6.0%,$190,192,2.8%,0.1,16.6%,71,63,1.1,1,27.0%,69.2%,3.8%,2754209,68.5%,Asia,"$258,000,000","$404,000,000",12/1/2011
1.8%,,,Myanmar,,,14056,,1.8%,$19,,4.2%,0.0,16.3%,67,63,0.0,1,25.7%,69.2%,5.1%,52350763,31.9%,Asia,"$293,000,000","$132,000,000",12/1/2011
2.2%,31.5%,,Nepal,29,,10391,"$18,850,351,853",6.1%,$41,326,3.5%,0.1,,69,66,0.5,1,36.4%,58.6%,5.0%,27156367,17.2%,Asia,"$415,000,000","$420,000,000",12/1/2011
2.6%,34.6%,,Pakistan,21,,84845,"$213,685,918,599",3.0%,$36,560,7.2%,0.1,14.4%,67,65,0.6,1,34.9%,60.8%,4.3%,176166353,37.0%,Asia,"$1,123,000,000","$1,851,000,000",12/1/2011
2.5%,44.5%,,Philippines,36,,40452,"$224,095,219,329",4.4%,$105,195,2.5%,0.3,6.7%,72,65,1.0,1,34.9%,61.3%,3.8%,95053437,45.0%,Asia,"$4,026,000,000","$5,807,000,000",12/1/2011
1.0%,27.1%,,Singapore,3,,33447,"$274,065,043,106",4.2%,"$2,144",84,0.2%,0.7,5.4%,84,80,1.5,1,16.9%,73.7%,9.3%,5183700,100.0%,Asia,"$18,082,000,000","$21,437,000,000",12/1/2011
1.8%,112.9%,,Sri Lanka,37,,10421,"$59,178,013,928",3.3%,$93,256,0.9%,0.2,9.4%,77,71,0.9,1,25.1%,66.9%,8.0%,20869000,18.3%,Asia,"$1,421,000,000","$926,000,000",12/1/2011
3.3%,84.5%,,Tajikistan,24,,2395,"$6,522,732,203",5.8%,$48,224,4.3%,0.1,24.8%,71,64,0.8,1,35.8%,61.0%,3.2%,7814850,26.5%,Asia,"$39,800,000","$8,400,000",12/1/2011
1.1%,36.9%,,Thailand,29,,119147,"$345,672,232,116",4.1%,$214,264,1.2%,0.2,6.9%,77,71,1.2,1,18.9%,72.0%,9.1%,66576332,45.4%,Asia,"$30,926,000,000","$7,320,000,000",12/1/2011
3.6%,11.0%,,Timor-Leste,94,,,"$1,128,300,000",4.6%,$46,276,5.0%,0.0,11.0%,68,65,0.6,1,46.9%,50.0%,3.2%,1120392,30.2%,Asia,"$24,000,000","$63,000,000",12/1/2011
2.2%,,,Turkmenistan,,,24710,"$29,233,333,333",2.1%,$114,,5.0%,0.1,,69,61,1.0,1,28.9%,67.1%,4.1%,5106668,48.7%,Asia,,,12/1/2011
2.2%,97.5%,,Uzbekistan,14,,47755,"$45,324,319,955",5.6%,$91,205,3.9%,0.3,,71,65,0.9,1,29.3%,66.4%,4.3%,29339400,36.2%,Asia,,,12/1/2011
1.6%,40.0%,,Vietnam,38,,61210,"$135,539,487,317",6.8%,$93,941,2.0%,0.4,17.0%,80,71,1.4,1,23.1%,70.3%,6.5%,87840000,31.0%,Asia,"$5,710,000,000","$1,710,000,000",12/1/2011
1.3%,31.5%,,Albania,6,,2173,"$12,890,867,763",6.0%,$243,371,1.4%,0.5,12.4%,80,74,1.0,1,22.1%,67.6%,10.3%,2829337,53.2%,Europe,"$1,833,000,000","$1,678,000,000",12/1/2011
,,,Andorra,,,,,7.2%,"$3,053",,0.2%,0.8,,,,0.8,1,,,,77865,87.3%,Europe,,,12/1/2011
0.9%,52.3%,,Austria,25,,33019,"$415,984,217,115",11.3%,"$5,643",170,0.3%,0.8,,84,78,1.5,1,14.6%,67.3%,18.1%,8406187,65.9%,Europe,"$22,453,000,000","$12,920,000,000",12/1/2011
1.2%,62.3%,,Belarus,10,,29501,"$59,734,593,905",4.9%,$311,654,0.4%,0.4,13.6%,77,65,1.1,1,14.9%,71.2%,13.8%,9473000,75.0%,Europe,"$747,000,000","$729,000,000",12/1/2011
1.2%,57.0%,,Belgium,4,,59094,"$513,317,999,900",10.5%,"$4,914",156,0.4%,0.8,,83,78,1.1,1,16.8%,65.8%,17.4%,11047744,97.7%,Europe,"$13,008,000,000","$24,215,000,000",12/1/2011
0.9%,23.7%,,Bosnia and Herzegovina,40,,7095,"$18,252,896,439",9.9%,$471,422,0.6%,0.6,7.4%,79,73,0.8,1,16.9%,67.8%,15.3%,3839322,39.3%,Europe,"$734,000,000","$238,000,000",12/1/2011
1.0%,27.2%,,Bulgaria,18,,19216,"$53,542,780,661",7.3%,$522,500,1.1%,0.5,10.6%,78,71,1.4,1,13.4%,68.0%,18.6%,7348328,72.6%,Europe,"$4,554,000,000","$1,498,000,000",12/1/2011
1.0%,21.9%,,Croatia,8,,8439,"$61,520,901,516",6.8%,$992,196,0.4%,0.6,9.7%,80,74,1.2,1,15.1%,67.1%,17.7%,4280622,57.8%,Europe,"$9,638,000,000","$919,000,000",12/1/2011
1.2%,22.0%,,Cyprus,8,,2368,"$24,851,264,943",7.4%,"$2,123",149,0.3%,0.6,,82,77,1.0,1,17.4%,70.8%,11.8%,1116513,67.4%,Europe,"$2,751,000,000","$1,721,000,000",12/1/2011
1.0%,48.1%,,Czech Republic,20,,43429,"$216,061,200,559",7.5%,"$1,545",557,0.3%,0.7,5.7%,81,75,1.2,1,14.3%,69.9%,15.8%,10496088,73.2%,Europe,"$8,503,000,000","$4,660,000,000",12/1/2011
1.1%,26.4%,,Denmark,6,,17997,"$333,743,578,564",10.9%,"$6,521",135,0.3%,0.9,,82,78,1.3,1,17.8%,65.1%,17.1%,5570572,87.0%,Europe,"$6,366,000,000","$9,840,000,000",12/1/2011
1.1%,57.6%,,Estonia,7,,5603,"$22,542,967,739",5.8%,$928,81,0.3%,0.8,6.1%,81,71,1.4,1,15.5%,66.8%,17.6%,1327439,68.0%,Europe,"$1,683,000,000","$939,000,000",12/1/2011
1.2%,,,Faeroe Islands,,,,,,,,,0.8,,84,79,1.2,1,,,,49551,41.1%,Europe,,,12/1/2011
1.1%,39.0%,,Finland,14,,34749,"$262,379,400,238",9.0%,"$4,411",93,0.2%,0.9,,84,77,1.7,1,16.4%,65.9%,17.7%,5388272,83.7%,Europe,"$5,591,000,000","$6,009,000,000",12/1/2011
1.3%,64.7%,,France,7,,252827,"$2,782,210,861,683",11.6%,"$4,968",132,0.4%,0.8,,86,79,0.9,1,18.3%,64.6%,17.1%,65343588,78.6%,Europe,"$65,959,000,000","$53,914,000,000",12/1/2011
0.8%,45.6%,,Germany,15,,311770,"$3,628,110,015,053",11.3%,"$4,996",221,0.3%,0.8,,83,78,1.1,1,13.3%,65.7%,21.0%,81797673,74.5%,Europe,"$53,399,000,000","$100,165,000,000",12/1/2011
1.0%,45.9%,,Greece,11,,26723,"$289,886,951,188",9.0%,"$2,304",224,0.4%,0.5,,84,78,1.1,1,14.6%,66.3%,19.2%,11123213,76.6%,Europe,"$14,984,000,000","$3,197,000,000",12/1/2011
0.9%,52.0%,,Hungary,4,,24964,"$137,452,115,093",7.9%,"$1,096",277,0.6%,0.7,8.3%,79,71,1.2,1,14.6%,68.5%,16.9%,9971727,69.3%,Europe,"$6,929,000,000","$3,028,000,000",12/1/2011
1.4%,29.6%,,Iceland,5,,5731,"$14,042,801,904",9.2%,"$4,051",140,0.2%,0.9,7.7%,84,81,1.1,1,20.8%,66.9%,12.3%,319014,93.7%,Europe,"$751,000,000","$740,000,000",12/1/2011
1.6%,25.4%,,Ireland,13,,13216,"$226,035,376,257",8.8%,"$4,306",76,0.3%,0.7,,83,79,1.1,1,21.5%,67.0%,11.5%,4576794,62.1%,Europe,"$9,526,000,000","$6,837,000,000",12/1/2011
,,,Isle of Man,,,,,,,,,,,,,,1,,,,84654,52.0%,Europe,,,12/1/2011
0.9%,67.7%,,Italy,6,,167416,"$2,196,336,800,620",9.2%,"$3,339",285,0.3%,0.5,4.6%,85,80,1.6,1,14.0%,65.4%,20.5%,59379449,68.4%,Europe,"$45,368,000,000","$35,724,000,000",12/1/2011
1.8%,15.4%,,Kosovo,58,,2528,"$6,630,214,452",,,164,,,13.9%,72,68,,1,,,,1790957,,Europe,,,12/1/2011
0.9%,37.1%,,Latvia,16,,4371,"$28,480,338,368",6.0%,$826,290,0.8%,0.7,6.4%,79,69,1.1,1,14.3%,67.2%,18.5%,2059709,67.6%,Europe,"$1,102,000,000","$920,000,000",12/1/2011
1.1%,,,Liechtenstein,,,,,,,,,0.9,,84,80,1.0,1,,,,36388,14.4%,Europe,,,12/1/2011
1.1%,43.1%,,Lithuania,22,,7287,"$43,083,067,994",6.7%,$887,175,0.5%,0.6,,79,68,1.6,1,15.1%,69.3%,15.5%,3028115,66.7%,Europe,"$1,417,000,000","$874,000,000",12/1/2011
1.1%,19.8%,,Luxembourg,19,,4171,"$58,009,863,403",6.7%,"$7,751",59,0.2%,0.9,,84,79,1.5,1,17.5%,68.5%,14.0%,518347,88.9%,Europe,"$4,825,000,000","$3,822,000,000",12/1/2011
1.1%,8.4%,,"Macedonia, FYR",3,,3122,"$10,395,222,334",6.9%,$344,119,0.8%,0.6,8.9%,77,73,1.1,1,17.1%,71.0%,11.8%,2103890,57.0%,Europe,"$242,000,000","$159,000,000",12/1/2011
1.0%,41.0%,,Malta,40,,857,"$9,302,057,270",8.7%,"$1,900",139,0.5%,0.7,4.7%,83,79,1.2,1,15.3%,69.7%,15.0%,416268,94.8%,Europe,"$1,465,000,000","$401,000,000",12/1/2011
1.2%,30.8%,,Moldova,9,,3331,"$7,016,162,818",11.4%,$224,228,1.4%,0.4,14.4%,73,65,0.9,1,16.5%,72.3%,11.2%,3559986,44.9%,Europe,"$262,000,000","$374,000,000",12/1/2011
,,,Monaco,,,,"$6,074,506,533",4.4%,"$7,180",,0.3%,0.8,,,,0.9,1,,,,37261,100.0%,Europe,,,12/1/2011
1.2%,20.9%,,Montenegro,10,,1179,"$4,501,753,898",7.2%,$522,372,0.6%,0.4,9.7%,77,72,1.9,1,19.3%,68.2%,12.6%,620644,63.3%,Europe,"$926,000,000","$70,000,000",12/1/2011
1.1%,39.6%,,Netherlands,8,,77419,"$832,755,438,977",11.9%,"$5,997",127,0.4%,0.9,2.0%,83,79,1.2,1,17.3%,66.7%,15.9%,16693074,87.8%,Europe,"$20,970,000,000","$20,884,000,000",12/1/2011
1.2%,40.7%,,Norway,7,,28137,"$490,806,911,071",9.9%,"$9,908",87,0.3%,0.9,,84,79,1.2,1,18.7%,66.1%,15.2%,4953088,79.4%,Europe,"$6,301,000,000","$16,833,000,000",12/1/2011
1.0%,39.5%,,Poland,32,,101313,"$515,771,297,421",6.8%,$915,296,0.5%,0.6,,81,73,1.3,1,14.9%,71.3%,13.7%,38534157,60.8%,Europe,"$11,598,000,000","$8,882,000,000",12/1/2011
0.9%,42.7%,,Portugal,4,,23084,"$237,888,302,256",10.2%,"$2,302",275,0.3%,0.6,,84,77,1.2,1,15.0%,66.7%,18.2%,10557560,61.2%,Europe,"$14,882,000,000","$4,948,000,000",12/1/2011
